date,sw_419051
1910-08-18,14.699999999999999
1910-08-19,15.600000000000001
1910-08-20,14.15
1910-08-21,14.15
1910-08-22,10.550000000000001
1910-08-23,13.050000000000001
1910-08-24,11.950000000000001
1910-08-25,15.0
1910-08-26,9.75
1910-08-27,8.0499999999999989
1910-08-28,8.0499999999999989
1910-08-29,10.600000000000001
1910-08-30,14.199999999999999
1910-08-31,15.0
1910-09-01,15.85
1910-09-02,14.449999999999999
1910-09-03,17.25
1910-09-04,17.25
1910-09-05,17.5
1910-09-06,17.75
1910-09-07,16.950000000000003
1910-09-08,18.050000000000001
1910-09-09,18.350000000000001
1910-09-10,15.850000000000001
1910-09-11,15.850000000000001
1910-09-12,15.85
1910-09-13,16.099999999999998
1910-09-14,15.85
1910-09-15,13.899999999999999
1910-09-16,17.199999999999999
1910-09-17,20.850000000000001
1910-09-18,20.850000000000001
1910-09-19,15.0
1910-09-20,15.300000000000001
1910-09-21,16.650000000000002
1910-09-22,20.0
1910-09-23,18.600000000000001
1910-09-24,19.449999999999999
1910-09-25,19.449999999999999
1910-09-26,20.550000000000001
1910-09-27,20.300000000000001
1910-09-28,18.049999999999997
1910-09-29,10.799999999999999
1910-09-30,14.699999999999999
1910-10-01,19.449999999999999
1910-10-02,19.449999999999999
1910-10-03,17.5
1910-10-04,16.649999999999999
1910-10-05,14.449999999999999
1910-10-06,15.299999999999999
1910-10-07,15.300000000000001
1910-10-08,13.6
1910-10-09,13.6
1910-10-10,15.85
1910-10-11,9.4499999999999993
1910-10-12,6.9500000000000002
1910-10-13,12.5
1910-10-14,15.85
1910-10-15,19.449999999999999
1910-10-16,19.449999999999999
1910-10-17,20.550000000000001
1910-10-18,24.149999999999999
1910-10-19,25.25
1910-10-20,20.25
1910-10-21,18.899999999999999
1910-10-22,15.550000000000001
1910-10-23,15.550000000000001
1910-10-24,16.949999999999999
1910-10-25,23.349999999999998
1910-10-26,24.450000000000003
1910-10-27,19.449999999999999
1910-10-28,21.700000000000003
1910-10-29,18.899999999999999
1910-10-30,18.899999999999999
1910-10-31,19.75
1910-11-01,19.199999999999999
1910-11-02,17.800000000000001
1910-11-03,19.200000000000003
1910-11-04,20.850000000000001
1910-11-05,19.75
1910-11-06,19.75
1910-11-07,18.899999999999999
1910-11-08,19.449999999999999
1910-11-09,21.399999999999999
1910-11-10,22.25
1910-11-11,23.600000000000001
1910-11-12,23.050000000000001
1910-11-13,23.050000000000001
1910-11-14,17.199999999999999
1910-11-15,22.199999999999999
1910-11-16,22.200000000000003
1910-11-17,22.200000000000003
1910-11-18,24.449999999999999
1910-11-19,25.850000000000001
1910-11-20,25.850000000000001
1910-11-21,22.5
1910-11-22,18.600000000000001
1910-11-23,16.899999999999999
1910-11-24,22.5
1910-11-25,27.799999999999997
1910-11-26,24.199999999999999
1910-11-27,24.199999999999999
1910-11-28,23.300000000000001
1910-11-29,27.199999999999999
1910-11-30,21.649999999999999
1910-12-01,28.050000000000001
1910-12-02,19.75
1910-12-03,21.950000000000003
1910-12-04,21.950000000000003
1910-12-05,28.650000000000002
1910-12-06,23.350000000000001
1910-12-07,28.650000000000002
1910-12-08,29.449999999999999
1910-12-09,23.050000000000001
1910-12-10,20.299999999999997
1910-12-11,20.299999999999997
1910-12-12,25.0
1910-12-13,21.100000000000001
1910-12-14,21.649999999999999
1910-12-15,23.600000000000001
1910-12-16,26.950000000000003
1910-12-17,27.5
1910-12-18,27.5
1910-12-19,20.800000000000001
1910-12-20,20.25
1910-12-21,22.200000000000003
1910-12-22,24.149999999999999
1910-12-23,26.649999999999999
1910-12-24,20.0
1910-12-25,20.0
1910-12-26,23.600000000000001
1910-12-27,23.849999999999998
1910-12-28,31.400000000000002
1910-12-29,30.850000000000001
1910-12-30,29.149999999999999
1910-12-31,26.400000000000002
