Index,U.sw_419051,C.sw_419051,E.sw_419051,Q.sw_419051,Qq.sw_419051,Qs.sw_419051,Qd.sw_419051,G.gw_shallow,G.gw_deep,Uq.sw_419051,Us.sw_419051,Ud.sw_419051,R.gw_shallow,R.gw_deep,Gf.GwFlow,swE.sw_419051,S.gw_shallow,S.gw_deep,Glevel.gw_shallow.GW030130_1,Glevel.gw_shallow.GW030131_1,Glevel.gw_shallow.GW030132_2,Glevel.gw_shallow.GW036186_1,Glevel.gw_shallow.GW036187_1,Glevel.gw_deep.GW030129_1,Glevel.gw_deep.GW030130_2,Glevel.gw_deep.GW030133_1,Glevel.gw_deep.GW030134_1
1995-03-13,0,388615.315148933,1717.7625775252,4.1380692168,0.0009532411,0,4.1371758897,1206.3842936127,0,0,0,0,-8.5566857701,0,0,0,367.9083659364,-139939.343995945,-5.212766307,-5.3547211007,-6.0115088519,-9.416722521,-8.1065204895,0,0,0,0
1995-03-14,0,390352.711600994,1737.3964520612,4.0928549095,0.0006230102,0,4.0922710574,1193.2902202896,0,0,0,0,-9.0018022657,0,0,0,354.7243438759,-139943.436267002,-5.2139922964,-5.356179607,-6.0137655715,-9.4238561022,-8.1112675953,0,0,0,0
1995-03-15,0,392097.149987874,1744.43838688,4.0465165701,0.000407181,0,4.0461349816,1179.8371211963,0,0,0,0,-9.4069641118,0,0,0,341.1812960452,-139947.482401984,-5.2152519011,-5.357678104,-6.0160841681,-9.4311852788,-8.1161448617,0,0,0,0
1995-03-16,0,393748.590020124,1651.44003225,3.9991582967,0.0002661215,0,3.9989089018,1166.0661811998,0,0,0,0,-9.7720310947,0,0,0,327.3204073113,-139951.481310886,-5.216541265,-5.3592120043,-6.0184575434,-9.4386876135,-8.1211373577,0,0,0,0
1995-03-17,0,395425.419756131,1676.8297360071,3.9508923911,0.0001739291,0,3.9507293939,1152.0172253167,0,0,0,0,-10.0982264892,0,0,0,313.1815026908,-139955.43204028,-5.2178566594,-5.3607768718,-6.0208788339,-9.4463414097,-8.1262306452,0,0,0,0
1995-03-18,0,397193.446476711,1768.0267205805,3.90183193,0.0001136749,0,3.9017253999,1137.7278525005,0,0,0,0,-10.3876474163,0,0,0,298.8021811372,-139959.33376568,-5.2191945638,-5.3623685186,-6.0233415594,-9.4541261838,-8.1314110931,0,0,0,0
1995-03-19,0,398875.976114164,1682.5296374523,3.852086112,7.4294581769111E-005,0,3.8520164871,1123.2329281238,0,0,0,0,-10.6429078896,0,0,0,284.217308023,-139963.185782167,-5.2205517139,-5.3639830612,-6.0258397111,-9.4620229412,-8.1366660613,0,0,0,0
1995-03-20,0,400385.576593117,1509.600478953,3.8017574944,4.85567423979894E-005,0,3.8017119896,1108.5643335913,0,0,0,0,-10.8668825429,0,0,0,269.4587647531,-139966.987494156,-5.2219251247,-5.3656169483,-6.0283677942,-9.4700143133,-8.1419839917,0,0,0,0
1995-03-21,0,401979.802309602,1594.2257164852,3.7509405097,3.17352514296672E-005,0,3.7509107691,1093.7508965511,0,0,0,0,-11.0625262712,0,0,0,254.5553789754,-139970.738404925,-5.2233120969,-5.3672669689,-6.0309208405,-9.4780845947,-8.147354433,0,0,0,0
1995-03-22,0,403626.8515236,1647.0492139981,3.6997208357,2.07412221983387E-005,0,3.6997013982,1078.8184444634,0,0,0,0,-11.2327506895,0,0,0,239.5329781503,-139974.438106324,-5.2247102124,-5.3689302462,-6.0334943985,-9.486219715,-8.1527680219,0,0,0,0
1995-03-23,0,405319.375387316,1692.5238637157,3.6481753259,1.35558496908172E-005,0,3.648162622,1063.7899391035,0,0,0,0,-11.3803427378,0,0,0,224.414524053,-139978.086268946,-5.2261173214,-5.3706042226,-6.0360845111,-9.4944071645,-8.1582164337,0,0,0,0
1995-03-24,0,406971.369599626,1651.9942123098,3.5963722933,8.85970262903536E-006,0,3.5963639904,1048.6856608986,0,0,0,0,-11.5079142144,0,0,0,209.2202971108,-139981.682632936,-5.2275315249,-5.3722866391,-6.0386876828,-9.5026358947,-8.1636923162,0,0,0,0
1995-03-25,0,408550.198845251,1578.8292456259,3.5443720101,5.79043973378582E-006,0,3.5443665836,1033.5234206147,0,0,0,0,-11.6178737004,0,0,0,193.9681080895,-139985.22699952,-5.2289511553,-5.3739755118,-6.0413008441,-9.5108962023,-8.1691892121,0,0,0,0
1995-03-26,0,410056.158693864,1505.9598486121,3.4922273239,3.78446023692967E-006,0,3.4922237773,1018.3187824217,0,0,0,0,-11.7124144158,0,0,0,178.673521159,-139988.719223297,-5.2303747555,-5.375669107,-6.0439213126,-9.519179608,-8.1747014789,0,0,0,0
1995-03-27,0,411137.952049633,1428.9077179988,3.4405037859,2.47341133719699E-006,0,3.4405014679,1003.2367595012,0,0,0,4.6256377702,-11.6415214525,0,0,0,163.5015495011,-139992.159724765,-5.2317868752,-5.3773490446,-6.0465206487,-9.5273962137,-8.180169293,0,0,0,0
1995-03-28,0,412529.13179563,1391.1797459973,3.3890513116,1.61654853267476E-006,0,3.3890497967,988.2336535806,0,0,0,0,-11.614056124,0,0,0,148.4084948431,-139995.548774561,-5.233191606,-5.3790201918,-6.0491063837,-9.5355698257,-8.1856084966,0,0,0,0
1995-03-29,0,413849.110146244,1319.9783506138,3.3377662542,1.05652833363914E-006,0,3.3377652641,973.2792846342,0,0,0,0,-11.6166036824,0,0,0,133.3641771592,-139998.886539825,-5.2345917736,-5.3806859104,-6.0516837191,-9.5437168861,-8.1910300312,0,0,0,0
1995-03-30,0,415088.128472677,1239.0183264329,3.2865794744,6.9051568648876E-007,0,3.2865788272,958.353520034,0,0,0,0,-11.6391857729,0,0,0,118.3484638216,-140002.173118653,-5.235989263,-5.3823484428,-6.0542561246,-9.551848363,-8.1964411956,0,0,0,0
1995-03-31,0,416306.312805577,1218.1843328999,3.2354472119,4.51300640130204E-007,0,3.235446789,943.4436178465,0,0,0,0,-11.6744553985,0,0,0,103.3486128967,-140005.408565442,-5.2373852672,-5.3840092084,-6.0568257963,-9.5599711982,-8.2018466093,0,0,0,0
1995-04-01,0,417507.953244547,1201.6404389706,3.1849639005,0.000000295,0,3.1849636241,928.7229245837,0,0,0,0,-11.5357296387,0,0,0,88.5700809261,-140008.593529066,-5.2387635559,-5.3856488986,-6.0593628585,-9.5679909534,-8.2071834274,0,0,0,0
1995-04-02,0,418648.747792331,1140.794547784,3.1344954861,1.92775017287417E-007,0,3.1344953055,914.0065604552,0,0,0,0,-11.581868823,0,0,0,73.7958780896,-140011.728024371,-5.2401414393,-5.3872881066,-6.0618991745,-9.57600835,-8.2125186761,0,0,0,0
1995-04-03,0,419814.925712667,1166.1779203358,3.0840390093,0.000000126,0,3.0840388912,899.2936675772,0,0,0,0,-11.6288539868,0,0,0,59.0251465037,-140014.812063262,-5.2415189976,-5.3889269279,-6.0644348923,-9.5840238556,-8.2178526663,0,0,0,0
1995-04-04,0,421039.389089329,1224.4633766624,3.0335977561,8.23446810964911E-008,0,3.0335976789,884.5852075346,0,0,0,0,-11.6748623637,0,0,0,44.2588477532,-140017.845660941,-5.2428961409,-5.3905652555,-6.0669698461,-9.5920369461,-8.2231850494,0,0,0,0
1995-04-05,0,422286.27008511,1246.8809957809,2.9831790716,5.381804934676E-008,0,2.9831790212,869.8833243006,0,0,0,0,-11.7187042129,0,0,0,29.4991258113,-140020.828839963,-5.2442726685,-5.3922028505,-6.0695036664,-9.6000464537,-8.2285150482,0,0,0,0
1995-04-06,0,423207.223747179,920.9536620685,2.9327927606,3.51738861201773E-008,0,2.9327927276,855.1908783569,0,0,0,0,-11.759653216,0,0,0,14.7488411597,-140023.76163269,-5.2456483124,-5.3938393943,-6.0720358602,-9.6080508198,-8.2338416256,0,0,0,0
1995-04-07,0,424167.556468359,960.3327211802,2.8824499352,0.000000023,0,2.8824499137,840.5111108812,0,0,0,0,-11.7973175621,0,0,0,0.011234976,-140026.644082604,-5.2470227692,-5.395474526,-6.074565869,-9.6160482788,-8.2391636065,0,0,0,0
1995-04-08,4.53173054637546E-011,424550.266663502,762.1142654876,2.8327299803,0.000000015,0,2.8327299662,826.0129688399,0,4.53173054637546E-011,0,5.0559296558,-11.665412075,0,0,0,-14.5447457731,-140029.47681257,-5.2483802206,-5.3970894269,-6.0770645752,-9.6239467892,-8.2444197413,0,0,0,0
1995-04-09,0,425490.395256371,940.1285928682,2.7834366461,9.82994553373831E-009,0,2.7834366369,811.6392269855,0,0,0,0,-11.5903052176,0,0,0,-28.9763263355,-140032.260249207,-5.2497260245,-5.3986904713,-6.0795418414,-9.6317775271,-8.2496307762,0,0,0,0
1995-04-10,0,425420.518533031,898.8145200928,2.7358795703,6.42456181463352E-009,0,2.7358795643,797.7717707918,0,0,0,12.908756568,-11.1315766294,0,0,0,-42.9016212371,-140034.996128771,-5.2510244252,-5.4002351222,-6.081931851,-9.6393324433,-8.254658263,0,0,0,0
1995-04-11,0,426335.861972024,915.3434389929,2.6894305042,4.1989036834826E-009,0,2.6894305002,784.2274055425,0,0,0,0,-10.854934749,0,0,0,-56.5038251943,-140037.685559271,-5.252292575,-5.4017437851,-6.084266177,-9.6467113412,-8.259568617,0,0,0,0
1995-04-12,0,427319.907323532,984.0453515076,2.6436374438,2.74427932236644E-009,0,2.6436374413,770.8743288139,0,0,0,0,-10.7094392873,0,0,0,-69.9147406308,-140040.329196713,-5.2535428147,-5.4032311409,-6.086567535,-9.6539860261,-8.2644096215,0,0,0,0
1995-04-13,0,428391.505309281,1071.5979857488,2.5981813594,1.79357984056488E-009,0,2.5981813577,757.6195127887,0,0,0,0,-10.6566346675,0,0,0,-83.2273953639,-140042.92737807,-5.2547838543,-5.4047075518,-6.0888519582,-9.6612071792,-8.2692150027,0,0,0,0
1995-04-14,0,429319.04994077,967.9067666328,2.552903222,1.17223076319604E-009,0,2.5529032209,744.4165853619,0,0,0,0.537864857,-10.6500242059,0,0,0,-96.4881614986,-140045.480281291,-5.2560200356,-5.406178183,-6.0911274385,-9.6684000636,-8.2740015723,0,0,0,0
1995-04-15,0,430209.900730565,915.0680708807,2.5076716923,7.66135374129988E-010,0,2.5076716916,731.2272484642,0,0,0,0.3227189142,-10.6816652061,0,0,0,-109.7353371042,-140047.987952983,-5.2572549444,-5.4076473004,-6.0934005765,-9.675585544,-8.2787832148,0,0,0,0
1995-04-16,0,431325.764298803,1115.8635682381,2.4623662909,5.00723432554323E-010,0,2.4623662904,718.0163708504,0,0,0,0,-10.7485113234,0,0,0,-123.0040534259,-140050.450319273,-5.2584918701,-5.4091188171,-6.095677427,-9.6827827596,-8.2835726666,0,0,0,0
1995-04-17,0,432422.263548896,1096.4992500922,2.4169141243,3.27258033469219E-010,0,2.416914124,704.7626970559,0,0,0,0,-10.8367596704,0,0,0,-136.3155659283,-140052.867233397,-5.2597328027,-5.4105951008,-6.0979616533,-9.6900032904,-8.2883776337,0,0,0,0
1995-04-18,0,433500.643607143,1078.3800582476,2.3712765732,2.13886176494289E-010,0,2.371276573,691.4549658336,0,0,0,0,-10.9364546494,0,0,0,-149.6811358586,-140055.23850997,-5.2609787967,-5.4120774057,-6.1002551961,-9.6972532714,-8.2932021987,0,0,0,0
1995-04-19,0,434565.489707989,1064.8461008462,2.3254392433,1.39789682197822E-010,0,2.3254392431,678.0889798868,0,0,0,0,-11.0405467036,0,0,0,-163.1049605132,-140057.563949214,-5.2622302451,-5.4135661995,-6.102558779,-9.7045349892,-8.2980478833,0,0,0,0
1995-04-20,0,435633.822777537,1068.3330695481,2.2794044334,9.13624039162239E-011,0,2.2794044333,664.6654095608,0,0,0,0,-11.1441658927,0,0,0,-176.5863695471,-140059.843353647,-5.263487085,-5.4150614074,-6.1048722864,-9.7118480787,-8.3029144444,0,0,0,0
1995-04-21,0,436636.439291611,1002.6165140732,2.2331855383,5.97117664058994E-011,0,2.2331855382,651.1881606871,0,0,0,0,-11.2440633355,0,0,0,-190.1214571288,-140062.076539185,-5.2647489509,-5.4165625944,-6.1071950451,-9.719190412,-8.3078004661,0,0,0,0
1995-04-22,0,437687.076752988,1050.6374613771,2.1868029318,3.90258453639434E-011,0,2.1868029318,637.6631742222,0,0,0,0,-11.3381835331,0,0,0,-203.7042823016,-140064.263342117,-5.2660152863,-5.4180690987,-6.1095260312,-9.7265587524,-8.3127037944,0,0,0,0
1995-04-23,0,438706.730026712,1019.6532737245,2.1402809786,2.55061388741626E-011,0,2.1402809785,624.0975547685,0,0,0,0,-11.4253384751,0,0,0,-217.3277404631,-140066.403623095,-5.2672854262,-5.4195801289,-6.1118640202,-9.7339492295,-8.3176218539,0,0,0,0
1995-04-24,0,439727.324736165,1044.8119905382,2.0936821405,1.66700583728837E-011,0,2.0936821405,610.5095160177,0,0,0,0.3227189142,-11.4943566103,0,0,0,-230.9736179218,-140068.497305236,-5.2685576652,-5.4210936564,-6.1142058732,-9.7413519205,-8.3225480411,0,0,0,0
1995-04-25,0,440799.721507036,1072.3967708713,2.0470197402,1.0895057363498E-011,0,2.0470197402,596.9029427602,0,0,0,0,-11.5595535174,0,0,0,-244.6380298873,-140070.544324976,-5.2698316396,-5.4226092484,-6.1165509205,-9.748764709,-8.3274809479,0,0,0,0
1995-04-26,0,441833.302491925,1033.5809848896,2.0003100707,7.12068742044717E-012,0,2.0003100707,583.2825859859,0,0,0,0,-11.6200467036,0,0,0,-258.3162253695,-140072.544635047,-5.2711069046,-5.4241263757,-6.1188983434,-9.7561850067,-8.3324188517,0,0,0,0
1995-04-27,0,442866.264023037,1032.9615311118,1.9535708628,4.6538708010469E-012,0,1.9535708628,569.6536159495,0,0,0,0,-11.6753991735,0,0,0,-272.0030341138,-140074.49820591,-5.2723829759,-5.4256444624,-6.1212472507,-9.7636099969,-8.3373598781,0,0,0,0
1995-04-28,0,443884.355979399,1018.0919563616,1.9068202108,3.04163238097549E-012,0,1.9068202108,556.0213088217,0,0,0,0,-11.725486917,0,0,0,-285.6931799495,-140076.40502612,-5.2736593598,-5.4271629208,-6.1235967331,-9.7710368051,-8.3423021144,0,0,0,0
1995-04-29,0,444909.786438514,1025.4304591151,1.8600758396,1.98792100952125E-012,0,1.8600758396,542.3908331834,0,0,0,0,-11.7703997987,0,0,0,-299.3814942957,-140078.26510196,-5.2749355721,-5.4286811752,-6.1259458999,-9.7784626155,-8.3472436866,0,0,0,0
1995-04-30,0,445852.922315355,943.1358768405,1.8133546269,1.29924640624341E-012,0,1.8133546269,528.7671104614,0,0,0,0,-11.8103680951,0,0,0,-313.0630557257,-140080.078456587,-5.2762111522,-5.4301986774,-6.1282939029,-9.7858847469,-8.3521828107,0,0,0,0
1995-05-01,0,446760.239077267,907.3167619127,1.7647129627,8.49149043675001E-013,0,1.7647129627,514.5833915947,0,0,0,0,-12.419005904,0,0,0,-327.4061268753,-140081.84316955,-5.2775391643,-5.4317785558,-6.1307384193,-9.7936119613,-8.357324955,0,0,0,0
1995-05-02,0,447712.1870124,951.9479351329,1.7161313281,5.54978712974852E-013,0,1.7161313281,500.4171771359,0,0,0,0,-12.4500831306,0,0,0,-341.7316936171,-140083.559300878,-5.2788655376,-5.4333564844,-6.1331799189,-9.8013296394,-8.3624607532,0,0,0,0
1995-05-03,1.81632486828676E-012,446633.308628728,575.9691571909,1.6700992661,9.91946308238939E-013,0,1.6700992661,486.9944080585,0,1.81632486828676E-012,0,22.052459137,-11.7526698113,0,0,0,-355.3138149775,-140085.229400144,-5.2801223025,-5.4348516031,-6.1354932882,-9.8086422923,-8.3673270238,0,0,0,0
1995-05-04,0,437333.084739705,709.5856264414,1.6407019317,6.48306783817449E-013,0,1.6407019317,478.4222604154,0,0,0,133.390484536,-6.9314457114,0,0,0,-364.0453149036,-140086.870102076,-5.2809249069,-5.4358064267,-6.1369706691,-9.8133123526,-8.3704347574,0,0,0,0
1995-05-05,0,437961.755500846,628.6707611402,1.6218087006,4.23714149095338E-013,0,1.6218087006,472.9130681956,0,0,0,0,-3.8873835192,0,0,0,-369.7138594064,-140088.491910776,-5.2814407289,-5.4364200778,-6.1379201599,-9.8163137312,-8.3724320518,0,0,0,0
1995-05-06,0,438684.886480556,723.1309797099,1.6089704539,2.76927042296907E-013,0,1.6089704539,469.169485724,0,0,0,0,-2.1346120177,0,0,0,-373.616794161,-140090.10088123,-5.2817912381,-5.4368370633,-6.1385653538,-9.8183532149,-8.3737892445,0,0,0,0
1995-05-07,0,439512.426773942,827.5402933864,1.5990113921,1.8099132851487E-013,0,1.5990113921,466.2654622681,0,0,0,0,-1.3050120638,0,0,0,-376.6801698999,-140091.699892622,-5.2820631399,-5.437160533,-6.1390658525,-9.8199353114,-8.3748420649,0,0,0,0
1995-05-08,0,440356.006746734,843.5799727925,1.5897135803,1.18290581973776E-013,0,1.5897135803,463.5542567405,0,0,0,0,-1.1214919473,0,0,0,-379.5507277104,-140093.289606202,-5.2823169882,-5.4374625254,-6.1395331197,-9.8214123617,-8.3758249813,0,0,0,0
1995-05-09,0,441209.675572628,853.6688258939,1.5795740192,7.73112275516837E-014,0,1.5795740192,460.5976004211,0,0,0,0,-1.3770823003,0,0,0,-382.6667363129,-140094.869180222,-5.282593818,-5.4377918577,-6.1400426895,-9.8230231323,-8.376896883,0,0,0,0
1995-05-10,0,442113.154310991,903.4787383632,1.5676183127,5.05283329054316E-014,0,1.5676183127,457.1113632309,0,0,0,0,-1.9186188775,0,0,0,-386.3123257861,-140096.436798534,-5.282920232,-5.4381801784,-6.1406435308,-9.8249224157,-8.3781607783,0,0,0,0
1995-05-11,0,443071.792333855,958.6380228632,1.5532583969,3.3023824702503E-014,0,1.5532583969,452.9240679942,0,0,0,0,-2.6340368397,0,0,0,-390.6589733057,-140097.990056931,-5.2833122857,-5.4386465876,-6.1413651971,-9.8272036318,-8.379678834,0,0,0,0
1995-05-12,0,444063.140050257,991.3477164026,1.5361844782,2.15833955975305E-014,0,1.5361844782,447.9453801258,0,0,0,0,-3.4425033903,0,0,0,-395.7970134572,-140099.526241409,-5.2837784369,-5.4392011474,-6.1422232573,-9.8299159944,-8.3814838001,0,0,0,0
1995-05-13,0,444981.617438873,918.4773886154,1.5162834542,1.41062693287671E-014,0,1.5162834542,442.1423194271,0,0,0,0,-4.2867772445,0,0,0,-401.7594264388,-140101.042524864,-5.2843217736,-5.4398475315,-6.1432233954,-9.8330774709,-8.383587633,0,0,0,0
1995-05-14,0,445842.663308399,861.0458695268,1.4935777666,9.21944063326543E-015,0,1.4935777666,435.5214298145,0,0,0,0,-5.127311846,0,0,0,-408.5396683344,-140102.53610263,-5.2849416831,-5.4405850109,-6.1443644835,-9.8366844963,-8.3859879605,0,0,0,0
1995-05-15,0,446655.064643244,812.4013348442,1.4681799593,6.02555385901842E-015,0,1.4681799593,428.1155286434,0,0,0,0,-5.9377212118,0,0,0,-416.1049217885,-140104.004282589,-5.2856350927,-5.4414099302,-6.1456408658,-9.8407191917,-8.3886728848,0,0,0,0
1995-05-16,0,447491.061152284,835.9965090402,1.4402592573,3.93812387889656E-015,0,1.4402592573,419.9739612264,0,0,0,0,-6.7013081597,0,0,0,-424.4058414885,-140105.444541847,-5.2863973822,-5.4423167929,-6.1470440376,-9.8451546742,-8.3916245165,0,0,0,0
1995-05-17,3.48734374711057E-011,423105.684792664,663.364710126,1.4475029203,1.20837634863724E-011,0,1.4475029203,422.0861850175,0,3.48734374711057E-011,0,333.7989302542,3.5597267114,0,0,0,-422.4529699804,-140106.892044767,-5.2861996161,-5.4420815192,-6.1466800029,-9.8440039459,-8.390858754,0,0,0,0
1995-05-18,0,417005.445599828,737.1065003883,1.4866417169,7.89759060262941E-012,0,1.4866417169,433.4989048862,0,0,0,91.1143067758,12.8993615856,0,0,0,-411.1996023947,-140108.378686484,-5.2851310508,-5.4408102934,-6.1447130589,-9.837786357,-8.3867212036,0,0,0,0
1995-05-19,0,417743.267314256,778.1838495711,1.5442351924,5.1616317546335E-012,0,1.5442351924,450.2929368712,0,0,0,0.537864857,18.3382671774,0,0,0,-394.5649226926,-140109.922921676,-5.2835586368,-5.4389396607,-6.1418186638,-9.828637058,-8.3806327204,0,0,0,0
1995-05-20,0,418590.051722287,846.7844080306,1.6106127469,3.37348993015296E-012,0,1.6106127469,469.6483719113,0,0,0,0,20.966047787,0,0,0,-375.3688399355,-140111.533534423,-5.2817464003,-5.4367837217,-6.1384828194,-9.8180923203,-8.3736156299,0,0,0,0
1995-05-21,0,419469.307902323,879.2561800361,1.6790091411,2.20481329351467E-012,0,1.6790091411,489.5924927054,0,0,0,0,21.6231299351,0,0,0,-355.5840714245,-140113.212543564,-5.2798790455,-5.4345622109,-6.135045517,-9.8072268697,-8.3663851181,0,0,0,0
1995-05-22,0,420327.015935274,857.7080329508,1.7448289331,1.44100079143814E-012,0,1.7448289331,508.785286412,0,0,0,0,20.9376226398,0,0,0,-336.5506300009,-140114.957372497,-5.2780820371,-5.4324243879,-6.1317377033,-9.7967707381,-8.3594269914,0,0,0,0
1995-05-23,0,421213.793517325,886.7775820513,1.8050821199,9.41795519390782E-013,0,1.8050821199,526.3548797879,0,0,0,0,19.3746754958,0,0,0,-319.1403889079,-140116.762454617,-5.2764370077,-5.430467368,-6.1287096428,-9.7871989173,-8.3530573372,0,0,0,0
1995-05-24,0,422227.043752917,1013.2502355923,1.8579530831,6.15529710750078E-013,0,1.8579530831,541.7718456979,0,0,0,0,17.2749189931,0,0,0,-303.8827752809,-140118.6204077,-5.2749935275,-5.4287501222,-6.1260525803,-9.7787998366,-8.3474680934,0,0,0,0
1995-05-25,0,423103.430949914,876.3871969964,1.9024730577,4.02292023072225E-013,0,1.9024730577,554.7536959895,0,0,0,0,14.8843233492,0,0,0,-291.0602772724,-140120.522880758,-5.2737780455,-5.4273041161,-6.123815202,-9.7717273938,-8.3427616728,0,0,0,0
1995-05-26,2.50652831823572E-011,422128.322191005,825.0424684686,1.9409666925,8.94628123135367E-012,0,1.9409666925,565.9782892198,0,2.50652831823572E-011,0,23.9887726222,13.1655599228,0,0,0,-279.995036325,-140122.463847451,-5.2727270943,-5.4260538451,-6.1218806809,-9.7656122953,-8.3386923256,0,0,0,0
1995-05-27,0,422761.987783868,633.6655928636,1.972492789,5.84702494888284E-012,0,1.972492789,575.1711755451,0,0,0,0,11.1653791143,0,0,0,-270.9615022828,-140124.43634024,-5.2718663705,-5.4250298794,-6.1202963178,-9.7606040599,-8.3353595503,0,0,0,0
1995-05-28,0,423289.381722449,640.4079169814,1.9968241962,3.82144266078313E-012,0,1.9968241962,582.2661186336,0,0,0,1.5060215996,9.0917672847,0,0,0,-264.0259114772,-140126.433164436,-5.2712020757,-5.4242395967,-6.1190735281,-9.7567387727,-8.3327873602,0,0,0,0
1995-05-29,0,424126.212607634,836.8308851852,2.0138810176,2.49758195617815E-012,0,2.0138810176,587.239820972,0,0,0,0,6.987583356,0,0,0,-259.2115614218,-140128.447045453,-5.2707363913,-5.4236855922,-6.1182163272,-9.7540291262,-8.3309842016,0,0,0,0
1995-05-30,0,425022.198099596,895.9854919612,2.0238543763,1.63234573472531E-012,0,2.0238543763,590.1480133437,0,0,0,0,4.932046748,0,0,0,-256.4627213331,-140130.47089983,-5.2704640992,-5.4233616581,-6.11771511,-9.7524447586,-8.3299298699,0,0,0,0
1995-05-31,0,422476.83890375,610.9597723372,2.0318342201,1.06685291791316E-012,0,2.0318342201,592.4749045606,0,0,0,42.0610318174,4.3587254371,0,0,0,-254.2951823992,-140132.50273405,-5.2702462339,-5.4231024732,-6.117314078,-9.7511770806,-8.3290862822,0,0,0,0
1995-06-01,0,410112.272995694,930.7214080478,2.0553356792,6.97263529561861E-013,0,2.0553356792,599.3278380339,0,0,0,177.1726838958,8.9082691526,0,0,0,-247.6598755038,-140134.558069729,-5.2696045983,-5.4223391472,-6.1161329979,-9.747443639,-8.32660183,0,0,0,0
1995-06-02,0,411063.756488889,951.4834931958,2.0874762456,4.55710830887599E-013,0,2.0874762456,608.6999013688,0,0,0,0,11.4595395805,0,0,0,-238.505438747,-140136.645545975,-5.2687270983,-5.4212952235,-6.1145177542,-9.7423377889,-8.3232040961,0,0,0,0
1995-06-03,0,411992.717944172,928.9614552826,2.1226080051,2.97839127652009E-013,0,2.1226080051,618.9441848955,0,0,0,0,12.3668915318,0,0,0,-228.4787817983,-140138.76815398,-5.2677679328,-5.4201541461,-6.1127521863,-9.7367567579,-8.3194901489,0,0,0,0
1995-06-04,0,412878.80596484,886.0880206681,2.1568527206,1.94658849314006E-013,0,2.1568527206,628.9298098887,0,0,0,0,12.1424777138,0,0,0,-218.7107833831,-140140.9250067,-5.2668329854,-5.4190418797,-6.1110311973,-9.7313166427,-8.3158699753,0,0,0,0
1995-06-05,0,413780.791311542,901.9853467023,2.1876458182,1.27223269538063E-013,0,2.1876458182,637.9089565943,0,0,0,0,11.1667925238,0,0,0,-209.9492632555,-140143.112652518,-5.2659922739,-5.4180417218,-6.1094836714,-9.7264248515,-8.3126146889,0,0,0,0
1995-06-06,0,414569.484139509,788.6928279662,2.2133875462,8.31493680816183E-014,0,2.2133875462,645.4151437118,0,0,0,0,9.7195746637,0,0,0,-202.660702716,-140145.326040065,-5.2652894746,-5.417205632,-6.1081900052,-9.7223355208,-8.309893407,0,0,0,0
1995-06-07,0,412384.366845115,874.3325494462,2.2377559266,5.43439689726254E-014,0,2.2377559266,652.5208680555,0,0,0,40.7701561606,9.3434802704,0,0,0,-195.7726049503,-140147.563795991,-5.2646241704,-5.4164141484,-6.1069653574,-9.7184643601,-8.3073173083,0,0,0,0
1995-06-08,0,410376.620702713,1043.6312744086,2.2632396876,3.55176116407618E-014,0,2.2632396876,659.9518329984,0,0,0,40.6625831892,9.6942046305,0,0,0,-188.5592665854,-140149.827035679,-5.2639284141,-5.4155864374,-6.1056846555,-9.71441601,-8.3046232974,0,0,0,0
1995-06-09,0,411279.237602763,902.6169000496,2.2868943209,2.32132610207294E-014,0,2.2868943209,666.8494314468,0,0,0,0,9.1844927692,0,0,0,-181.8792947151,-140152.11393,-5.2632825965,-5.4148181363,-6.1044958775,-9.7106582352,-8.3021226524,0,0,0,0
1995-06-10,0,412198.785047488,919.547444725,2.3068121107,1.51715011883879E-014,0,2.3068121107,672.6573809839,0,0,0,0,8.1147616478,0,0,0,-176.2889717559,-140154.42074211,-5.2627388021,-5.4141712076,-6.1034948969,-9.7074940953,-8.300017047,0,0,0,0
1995-06-11,0,399401.557037107,829.028813896,2.3422347791,9.91564468704805E-015,0,2.3422347791,682.9864924188,0,0,0,181.5831757232,12.671346214,0,0,0,-166.177486899,-140156.76297689,-5.2617716943,-5.4130206815,-6.1017147092,-9.7018668505,-8.2962723464,0,0,0,0
1995-06-12,0,400147.462322318,745.9052852113,2.3850953917,6.48057224785622E-015,0,2.3850953917,695.4844792613,0,0,0,0,14.8830822341,0,0,0,-153.8971266346,-140159.148072281,-5.2606015161,-5.4116285713,-6.099560723,-9.6950580139,-8.2917413449,0,0,0,0
1995-06-13,0,400854.807739041,707.3454167225,2.4297482429,4.23551044689432E-015,0,2.4297482429,708.5050758712,0,0,0,0,15.4503448527,0,0,0,-141.0941566027,-140161.577820524,-5.2593824063,-5.4101782494,-6.0973166668,-9.6879644624,-8.2870208773,0,0,0,0
1995-06-14,0,401511.360196521,656.55245748,2.4723561141,2.76820442078789E-015,0,2.4723561141,720.9293643209,0,0,0,0,14.8966445638,0,0,0,-128.887494731,-140164.050176638,-5.2582191285,-5.4087943482,-6.0951753823,-9.6811957763,-8.2825165943,0,0,0,0
1995-06-15,0,395253.710783558,507.0444370039,2.5205435288,1.80921657763552E-015,0,2.5205435288,734.980625808,0,0,0,90.1461500332,16.5718050159,0,0,0,-115.0538598219,-140166.570720167,-5.2569035182,-5.4072292239,-6.0927536945,-9.673540724,-8.2774224709,0,0,0,0
