"Index","P.sw_419051","T.sw_419051","swInflow.None","gwExtraction.gw_shallow","gwExtraction.gw_deep","swExtraction.sw_419051","Gobs.gw_shallow.GW030130_1","Gobs.gw_shallow.GW030131_1","Gobs.gw_shallow.GW030132_2","Gobs.gw_shallow.GW036186_1","Gobs.gw_shallow.GW036187_1","Gobs.gw_deep.GW030129_1","Gobs.gw_deep.GW030130_2","Gobs.gw_deep.GW030133_1","Gobs.gw_deep.GW030134_1","Qobs.sw_419051"
1980-10-05,0,28.5005865173761,,0,0,0,,,,,,,,,,6.489
1980-10-06,0.21,31.0005865173761,,0,0,0,,,,,,,,,,5.995
1980-10-07,0.48,28.5605865173761,,0,0,0,,,,,,,,,,3.195
1980-10-08,0.04,26.0005865173761,,0,0,0,,,,,,,,,,2.562
1980-10-09,0,26.8605865173761,,0,0,0,,,,,,,,,,2.06
1980-10-10,0,25.6005865173761,,0,0,0,,,,,,,,,,2.406
1980-10-11,0,28.6605865173761,,0,0,0,,,,,,,,,,2.025
1980-10-12,2.92,27.9805865173761,,0,0,0,,,,,,,,,,2.076
1980-10-13,1.31,26.1805865173761,,0,0,0,,,,,,,,,,2.39
1980-10-14,0,25.4805865173761,,0,0,0,,,,,,,,,,1.95
1980-10-15,0,27.6205865173761,,0,0,0,,,,,,,,,,2.245
1980-10-16,0,28.6405865173761,,0,0,0,,,,,,,,,,2.444
1980-10-17,0.14,18.7405865173761,,0,0,0,,,,,,,,,,2.179
1980-10-18,15.29,22.6805865173761,,0,0,0,,,,,,,,,,2.687
1980-10-19,0,29.0405865173761,,0,0,0,,,,,,,,,,2.11
1980-10-20,0.95,30.5205865173761,,0,0,0,,,,,,,,,,1.75
1980-10-21,0.52,29.6805865173761,,0,0,0,,,,,,,,,,1.191
1980-10-22,0.28,30.3205865173761,,0,0,0,,,,,,,,,,1.145
1980-10-23,0,30.0805865173761,,0,0,0,,,,,,,,,,1.466
1980-10-24,0,21.1405865173761,,0,0,0,,,,,,,,,,2.391
1980-10-25,27.94,23.1005865173761,,0,0,0,,,,,,,,,,1.757
1980-10-26,0.04,25.9205865173761,,0,0,0,,,,,,,,,,1.346
1980-10-27,0.12,27.6605865173761,,0,0,0,,,,,,,,,,1.134
1980-10-28,0,22.5205865173761,,0,0,0,,,,,,,,,,1.26
1980-10-29,0,23.6005865173761,,0,0,0,,,,,,,,,,1.235
1980-10-30,0,23.4405865173761,,0,0,0,,,,,,,,,,1.504
1980-10-31,0,24.0805865173761,,0,0,0,,,,,,,,,,1.475
1980-11-01,0,24.9205865173761,,0,0,0,,,,,,,,,,1.855
1980-11-02,0,26.5205865173761,,0,0,0,,,,,,,,,,2.007
1980-11-03,0,25.5405865173761,,0,0,0,,,,,,,,,,1.765
1980-11-04,0,28.4405865173761,,0,0,0,,,,,,,,,,1.663
1980-11-05,0,28.5405865173761,,0,0,0,-5.14,-5.4,-6.03,-8.77,-7.8,-7.75,-10.99,-9.77,-10.37,1.835
1980-11-06,1.56,28.3605865173761,,0,0,0,,,,,,,,,,1.536
1980-11-07,0,25.3805865173761,,0,0,0,,,,,,,,,,1.639
1980-11-08,0,25.8405865173761,,0,0,0,,,,,,,,,,1.544
1980-11-09,0,26.0405865173761,,0,0,0,,,,,,,,,,2.074
1980-11-10,0,26.1405865173761,,0,0,0,,,,,,,,,,2.006
1980-11-11,0,28.8205865173761,,0,0,0,,,,,,,,,,2.018
1980-11-12,0,30.7405865173761,,0,0,0,,,,,,,,,,1.681
1980-11-13,2.14,33.0005865173761,,0,0,0,,,,,,,,,,1.917
1980-11-14,0,33.9405865173761,,0,0,0,,,,,,,,,,1.692
1980-11-15,0.02,35.3605865173761,,0,0,0,,,,,,,,,,2.437
1980-11-16,0,34.9205865173761,,0,0,0,,,,,,,,,,1.386
1980-11-17,0,34.0605865173761,,0,0,0,,,,,,,,,,1.356
1980-11-18,0,34.9405865173761,,0,0,0,,,,,,,,,,1.136
1980-11-19,0,34.5605865173761,,0,0,0,,,,,,,,,,0.857
1980-11-20,0,32.9605865173761,,0,0,0,,,,,,,,,,1.095
1980-11-21,0,33.7805865173761,,0,0,0,,,,,,,,,,1.388
1980-11-22,2.66,31.7205865173761,,0,0,0,,,,,,,,,,1.823
1980-11-23,0,30.0405865173761,,0,0,0,,,,,,,,,,0.982
1980-11-24,0,32.1005865173761,,0,0,0,,,,,,,,,,1.109
1980-11-25,0,31.7405865173761,,0,0,0,,,,,,,,,,1.287
1980-11-26,0,31.9205865173761,,0,0,0,,,,,,,,,,1.325
1980-11-27,0,34.9205865173761,,0,0,0,,,,,,,,,,1.004
1980-11-28,0,37.7605865173761,,0,0,0,,,,,,,,,,0.994
1980-11-29,0,31.3005865173761,,0,0,0,,,,,,,,,,0.837
1980-11-30,0,33.3605865173761,,0,0,0,,,,,,,,,,0.909
1980-12-01,0,33.1005865173761,,0,0,0,,,,,,,,,,0.681
1980-12-02,1.33,20.8605865173761,,0,0,0,,,,,,,,,,1.863
1980-12-03,8.67,26.0005865173761,,0,0,0,,,,,,,,,,1.457
1980-12-04,11.83,29.0005865173761,,0,0,0,-5.25,-5.45,-6.07,-8.92,-7.88,-7.78,-11.03,-9.86,-10.47,0.359
1980-12-05,5.03,29.3805865173761,,0,0,0,,,,,,,,,,0.422
1980-12-06,5.59,28.7605865173761,,0,0,0,,,,,,,,,,0.488
1980-12-07,1.26,29.3005865173761,,0,0,0,,,,,,,,,,0.412
1980-12-08,0,28.8805865173761,,0,0,0,,,,,,,,,,0.239
1980-12-09,0,29.7605865173761,,0,0,0,,,,,,,,,,0.302
1980-12-10,0,30.9605865173761,,0,0,0,,,,,,,,,,0.402
1980-12-11,0,32.7205865173761,,0,0,0,,,,,,,,,,0.519
1980-12-12,0,33.5405865173761,,0,0,0,,,,,,,,,,0.678
1980-12-13,0,32.2205865173761,,0,0,0,,,,,,,,,,0.772
1980-12-14,5.81,26.8205865173761,,0,0,0,,,,,,,,,,1.165
1980-12-15,5.27,29.4605865173761,,0,0,0,,,,,,,,,,0.799
1980-12-16,0.38,31.7005865173761,,0,0,0,,,,,,,,,,0.666
1980-12-17,0,24.3005865173761,,0,0,0,,,,,,,,,,0.653
1980-12-18,0,25.6405865173761,,0,0,0,,,,,,,,,,0.69
1980-12-19,0,28.3405865173761,,0,0,0,,,,,,,,,,0.792
1980-12-20,0,32.3005865173761,,0,0,0,,,,,,,,,,0.724
1980-12-21,0,33.5605865173761,,0,0,0,,,,,,,,,,0.669
1980-12-22,0,36.4405865173761,,0,0,0,,,,,,,,,,0.848
1980-12-23,0,37.0805865173761,,0,0,0,,,,,,,,,,0.95
1980-12-24,0,35.7195762648129,,0,0,0,,,,,,,,,,1.033
1980-12-25,0,36.0005865173761,,0,0,0,,,,,,,,,,0.761
1980-12-26,0.3,35.7605865173761,,0,0,0,,,,,,,,,,1.255
1980-12-27,0.22,32.9205865173761,,0,0,0,,,,,,,,,,1.993
1980-12-28,5.28,32.5605865173761,,0,0,0,,,,,,,,,,1.448
1980-12-29,6.56,25.7205865173761,,0,0,0,,,,,,,,,,1.884
1980-12-30,1.85,22.6805865173761,,0,0,0,,,,,,,,,,2.516
1980-12-31,11.58,29.0005865173761,,0,0,0,,,,,,,,,,1.99
1981-01-01,0,32.3605865173761,,0,0,0,,,,,,,,,,1.444
1981-01-02,0,31.3605865173761,,0,0,0,,,,,,,,,,1.918
1981-01-03,0,30.9605865173761,,0,0,0,,,,,,,,,,1.922
1981-01-04,0,33.9005865173761,,0,0,0,,,,,,,,,,1.877
1981-01-05,0,33.9205865173761,,0,0,0,,,,,,,,,,1.442
1981-01-06,0,32.0805865173761,,0,0,0,-5.35,-5.5,-6.11,-9.09,-8.03,-7.83,-11.13,-9.97,-10.58,1.42
1981-01-07,0,33.5205865173761,,0,0,0,,,,,,,,,,1.818
1981-01-08,0,32.0805865173761,,0,0,0,,,,,,,,,,1.555
1981-01-09,0,33.1205865173761,,0,0,0,,,,,,,,,,0.981
1981-01-10,0,34.5205865173761,,0,0,0,,,,,,,,,,2.128
1981-01-11,0,35.0205865173761,,0,0,0,,,,,,,,,,0.965
1981-01-12,0,33.2605865173761,,0,0,0,,,,,,,,,,0.474
1981-01-13,0,32.4005865173761,,0,0,0,,,,,,,,,,0.38
1981-01-14,0,33.3805865173761,,0,0,0,,,,,,,,,,0.352
1981-01-15,0,34.2605865173761,,0,0,0,,,,,,,,,,0.336
1981-01-16,0,32.8678801081961,,0,0,0,,,,,,,,,,0.716
1981-01-17,0,31.4605865173761,,0,0,0,,,,,,,,,,3.003
1981-01-18,0.11,29.9205865173761,,0,0,0,,,,,,,,,,3.66
1981-01-19,2.13,34.8405865173761,,0,0,0,,,,,,,,,,3.712
1981-01-20,0,36.2805865173761,,0,0,0,,,,,,,,,,2.946
1981-01-21,0,34.6805865173761,,0,0,0,,,,,,,,,,2.654
1981-01-22,0.13,33.3605865173761,,0,0,0,,,,,,,,,,1.777
1981-01-23,0.21,37.7405865173761,,0,0,0,,,,,,,,,,0.083
1981-01-24,0,35.8005865173761,,0,0,0,,,,,,,,,,0.154
1981-01-25,0,35.9605865173761,,0,0,0,,,,,,,,,,0.081
1981-01-26,0,36.3405865173761,,0,0,0,,,,,,,,,,0.086
1981-01-27,0,37.5805865173761,,0,0,0,,,,,,,,,,0.085
1981-01-28,0,37.2805865173761,,0,0,0,,,,,,,,,,0.114
1981-01-29,0,37.6405865173761,,0,0,0,,,,,,,,,,0.103
1981-01-30,0.21,30.6605865173761,,0,0,0,,,,,,,,,,0.176
1981-01-31,0,32.5205865173761,,0,0,0,,,,,,,,,,0.188
1981-02-01,0,33.4805865173761,,0,0,0,,,,,,,,,,0.171
1981-02-02,0,31.9205865173761,,0,0,0,,,,,,,,,,0.148
1981-02-03,8.38,33.3405865173761,,0,0,0,,,,,,,,,,0.164
1981-02-04,0.63,30.8805865173761,,0,0,0,-5.45,-5.57,-6.15,-9.27,-8.22,-7.89,-11.21,-10.06,-10.67,0.294
1981-02-05,0.32,34.7405865173761,,0,0,0,,,,,,,,,,0.388
1981-02-06,9.18,29.5405865173761,,0,0,0,,,,,,,,,,0.292
1981-02-07,0.04,31.1205865173761,,0,0,0,,,,,,,,,,0.234
1981-02-08,0.68,33.6405865173761,,0,0,0,,,,,,,,,,0.24
1981-02-09,0.03,36.4405865173761,,0,0,0,,,,,,,,,,0.131
1981-02-10,0.62,36.7605865173761,,0,0,0,,,,,,,,,,0.227
1981-02-11,27.73,29.8605865173761,,0,0,0,,,,,,,,,,42.225
1981-02-12,0,34.1405865173761,,0,0,0,,,,,,,,,,1.076
1981-02-13,0,35.0605865173761,,0,0,0,,,,,,,,,,0.601
1981-02-14,0,33.6405865173761,,0,0,0,,,,,,,,,,0.56
1981-02-15,0,36.3205865173761,,0,0,0,,,,,,,,,,0.589
1981-02-16,0,36.5805865173761,,0,0,0,,,,,,,,,,0.611
1981-02-17,0,36.7795762648129,,0,0,0,,,,,,,,,,0.665
1981-02-18,0,36.6995762648129,,0,0,0,,,,,,,,,,0.688
1981-02-19,0,33.5605865173761,,0,0,0,,,,,,,,,,0.816
1981-02-20,0.35,28.8205865173761,,0,0,0,,,,,,,,,,0.96
1981-02-21,1.51,28.3405865173761,,0,0,0,,,,,,,,,,1.005
1981-02-22,6.96,26.5605865173761,,0,0,0,,,,,,,,,,1.324
1981-02-23,10.03,28.1405865173761,,0,0,0,,,,,,,,,,0.973
1981-02-24,0,28.4405865173761,,0,0,0,,,,,,,,,,0.782
1981-02-25,0,30.1605865173761,,0,0,0,,,,,,,,,,0.727
1981-02-26,0,28.6605865173761,,0,0,0,,,,,,,,,,0.941
1981-02-27,0,29.5405865173761,,0,0,0,,,,,,,,,,0.973
1981-02-28,0,30.7005865173761,,0,0,0,,,,,,,,,,0.895
1981-03-01,0,32.3405865173761,,0,0,0,,,,,,,,,,0.885
1981-03-02,0,34.0205865173761,,0,0,0,,,,,,,,,,0.868
1981-03-03,0.16,32.3805865173761,,0,0,0,,,,,,,,,,0.92
1981-03-04,0,30.4205865173761,,0,0,0,-5.43,-5.58,-6.2,-9.38,-8.24,-7.93,-11.25,-10.13,-10.78,0.854
1981-03-05,0,30.0405865173761,,0,0,0,,,,,,,,,,0.802
1981-03-06,0,29.5205865173761,,0,0,0,,,,,,,,,,0.713
1981-03-07,0.25,29.2005865173761,,0,0,0,,,,,,,,,,0.749
1981-03-08,0,30.0405865173761,,0,0,0,,,,,,,,,,0.782
1981-03-09,0,33.9205865173761,,0,0,0,,,,,,,,,,0.814
1981-03-10,0,28.0805865173761,,0,0,0,,,,,,,,,,0.727
1981-03-11,0,30.8005865173761,,0,0,0,,,,,,,,,,0.631
1981-03-12,0,30.6005865173761,,0,0,0,,,,,,,,,,0.719
1981-03-13,0,30.7405865173761,,0,0,0,,,,,,,,,,0.849
1981-03-14,0,24.9205865173761,,0,0,0,,,,,,,,,,0.846
1981-03-15,0,28.5205865173761,,0,0,0,,,,,,,,,,0.914
1981-03-16,0,29.6405865173761,,0,0,0,,,,,,,,,,0.967
1981-03-17,0,30.6005865173761,,0,0,0,,,,,,,,,,0.977
1981-03-18,0,31.4005865173761,,0,0,0,,,,,,,,,,0.913
1981-03-19,0,30.9605865173761,,0,0,0,,,,,,,,,,0.867
1981-03-20,0,33.6205865173761,,0,0,0,,,,,,,,,,0.969
1981-03-21,0,32.6005865173761,,0,0,0,,,,,,,,,,0.926
1981-03-22,0,31.2005865173761,,0,0,0,,,,,,,,,,1.135
1981-03-23,0,31.8005865173761,,0,0,0,,,,,,,,,,1.23
1981-03-24,1,30.6595762648129,,0,0,0,,,,,,,,,,1.184
1981-03-25,0,31.4005865173761,,0,0,0,,,,,,,,,,1.221
1981-03-26,0.01,30.5205865173761,,0,0,0,,,,,,,,,,1.695
1981-03-27,0,28.3795762648129,,0,0,0,,,,,,,,,,1.748
1981-03-28,0,28.4805865173761,,0,0,0,,,,,,,,,,2.157
1981-03-29,0,28.5005865173761,,0,0,0,,,,,,,,,,2.106
1981-03-30,0,27.2805865173761,,0,0,0,,,,,,,,,,2.059
1981-03-31,0,27.2595762648129,,0,0,0,,,,,,,,,,1.115
1981-04-01,0,25.2205865173761,,0,0,0,,,,,,,,,,0.647
1981-04-02,0.25,25.7195762648129,,0,0,0,,,,,,,,,,0.689
1981-04-03,2.33,25.1605865173761,,0,0,0,-5.5,-5.64,-6.25,-9.48,-8.33,-7.98,-11.3,-10.2,-10.86,0.827
1981-04-04,15.15,25.8405865173761,,0,0,0,,,,,,,,,,0.982
1981-04-05,3.97,26.9405865173761,,0,0,0,,,,,,,,,,1.122
1981-04-06,1.68,27.8405865173761,,0,0,0,,,,,,,,,,0.842
1981-04-07,0,28.2005865173761,,0,0,0,,,,,,,,,,0.799
1981-04-08,0,28.5205865173761,,0,0,0,,,,,,,,,,0.955
1981-04-09,0,28.7205865173761,,0,0,0,,,,,,,,,,1.004
1981-04-10,0,28.4405865173761,,0,0,0,,,,,,,,,,1.061
1981-04-11,0,24.4805865173761,,0,0,0,,,,,,,,,,0.909
1981-04-12,0,25.7405865173761,,0,0,0,,,,,,,,,,0.883
1981-04-13,0,27.9805865173761,,0,0,0,,,,,,,,,,0.944
1981-04-14,0,23.8605865173761,,0,0,0,,,,,,,,,,0.843
1981-04-15,0,24.4805865173761,,0,0,0,,,,,,,,,,0.697
1981-04-16,0,27.2195762648129,,0,0,0,,,,,,,,,,0.649
1981-04-17,0,28.6205865173761,,0,0,0,,,,,,,,,,0.717
1981-04-18,0,28.8805865173761,,0,0,0,,,,,,,,,,0.628
1981-04-19,0,28.2005865173761,,0,0,0,,,,,,,,,,0.672
1981-04-20,0,27.7205865173761,,0,0,0,,,,,,,,,,0.643
1981-04-21,0,28.3605865173761,,0,0,0,,,,,,,,,,0.603
1981-04-22,0,27.2405865173761,,0,0,0,,,,,,,,,,0.487
1981-04-23,0,27.4805865173761,,0,0,0,,,,,,,,,,0.356
1981-04-24,0,27.8005865173761,,0,0,0,,,,,,,,,,0.342
1981-04-25,0,26.7605865173761,,0,0,0,,,,,,,,,,0.371
1981-04-26,0,26.2405865173761,,0,0,0,,,,,,,,,,0.323
1981-04-27,0,25.1205865173761,,0,0,0,,,,,,,,,,0.27
1981-04-28,0,25.8405865173761,,0,0,0,,,,,,,,,,0.231
1981-04-29,0,21.2605865173761,,0,0,0,,,,,,,,,,0.282
1981-04-30,0,22.4605865173761,,0,0,0,,,,,,,,,,0.29
1981-05-01,0,23.0805865173761,,0,0,0,,,,,,,,,,0.326
1981-05-02,0,24.2805865173761,,0,0,0,,,,,,,,,,0.316
1981-05-03,0,23.4805865173761,,0,0,0,,,,,,,,,,0.357
1981-05-04,0,22.6405865173761,,0,0,0,,,,,,,,,,0.337
1981-05-05,0,22.9005865173761,,0,0,0,-5.61,-5.72,-6.3,-9.54,-8.43,-8.04,-11.39,-10.3,-10.99,0.389
1981-05-06,0,23.3795762648129,,0,0,0,,,,,,,,,,0.323
1981-05-07,0,18.2395762648129,,0,0,0,,,,,,,,,,0.362
1981-05-08,0.17,19.5995762648129,,0,0,0,,,,,,,,,,0.353
1981-05-09,0,18.6595762648129,,0,0,0,,,,,,,,,,0.336
1981-05-10,0,18.7795762648129,,0,0,0,,,,,,,,,,0.329
1981-05-11,0,20.8195762648129,,0,0,0,,,,,,,,,,0.334
1981-05-12,0,22.6995762648129,,0,0,0,,,,,,,,,,0.313
1981-05-13,0,22.1795762648129,,0,0,0,,,,,,,,,,0.301
1981-05-14,0,22.1195762648129,,0,0,0,,,,,,,,,,0.23
1981-05-15,0,22.8195762648129,,0,0,0,,,,,,,,,,0.307
1981-05-16,0,21.6395762648129,,0,0,0,,,,,,,,,,0.305
1981-05-17,0,21.0795762648129,,0,0,0,,,,,,,,,,0.292
1981-05-18,0,20.5195762648129,,0,0,0,,,,,,,,,,0.202
1981-05-19,0,18.2595762648129,,0,0,0,,,,,,,,,,0.179
1981-05-20,0,17.5395762648129,,0,0,0,,,,,,,,,,0.157
1981-05-21,0,14.5795762648129,,0,0,0,,,,,,,,,,0.239
1981-05-22,15.02,16.4995762648129,,0,0,0,,,,,,,,,,0.324
1981-05-23,6.78,14.2005865173761,,0,0,0,,,,,,,,,,0.319
1981-05-24,2.01,14.1805865173761,,0,0,0,,,,,,,,,,0.313
1981-05-25,3.3,17.7405865173761,,0,0,0,,,,,,,,,,0.415
1981-05-26,20.84,13.4805865173761,,0,0,0,,,,,,,,,,0.53
1981-05-27,0,14.4405865173761,,0,0,0,,,,,,,,,,0.607
1981-05-28,0.34,18.8605865173761,,0,0,0,,,,,,,,,,0.504
1981-05-29,8.96,16.4005865173761,,0,0,0,,,,,,,,,,0.684
1981-05-30,13.49,18.5005865173761,,0,0,0,,,,,,,,,,0.655
1981-05-31,14.44,15.6805865173761,,0,0,0,,,,,,,,,,52.55
1981-06-01,22.2,17.8405865173761,,0,0,0,,,,,,,,,,91.752
1981-06-02,5.21,12.8405865173761,,0,0,0,,,,,,,,,,3.597
1981-06-03,4.07,15.5205865173761,,0,0,0,-5.5,-5.74,-6.23,-9.6,-8.47,-8.11,-11.34,-10.44,-11.15,1.177
1981-06-04,0.51,16.2405865173761,,0,0,0,,,,,,,,,,1.208
1981-06-05,3.24,14.1205865173761,,0,0,0,,,,,,,,,,1.808
1981-06-06,4.99,10.7805865173761,,0,0,0,,,,,,,,,,2.019
1981-06-07,3.19,12.7605865173761,,0,0,0,,,,,,,,,,2.027
1981-06-08,0.1,12.7205865173761,,0,0,0,,,,,,,,,,1.959
1981-06-09,3.92,15.1205865173761,,0,0,0,,,,,,,,,,1.518
1981-06-10,0.85,9.88058651737607,,0,0,0,,,,,,,,,,1.525
1981-06-11,11.33,11.2005865173761,,0,0,0,,,,,,,,,,1.531
1981-06-12,2.79,13.5605865173761,,0,0,0,,,,,,,,,,1.538
1981-06-13,0,14.0205865173761,,0,0,0,,,,,,,,,,1.544
1981-06-14,0,12.7805865173761,,0,0,0,,,,,,,,,,2.009
1981-06-15,0.2,13.7605865173761,,0,0,0,,,,,,,,,,1.84
1981-06-16,0,14.5805865173761,,0,0,0,,,,,,,,,,1.331
1981-06-17,0,15.6805865173761,,0,0,0,,,,,,,,,,1.337
1981-06-18,0,15.3405865173761,,0,0,0,,,,,,,,,,1.786
1981-06-19,0.83,12.2605865173761,,0,0,0,,,,,,,,,,2.099
1981-06-20,0,14.7405865173761,,0,0,0,,,,,,,,,,2.388
1981-06-21,0,18.3005865173761,,0,0,0,,,,,,,,,,2.443
1981-06-22,0,17.6405865173761,,0,0,0,,,,,,,,,,2.954
1981-06-23,2.74,10.3205865173761,,0,0,0,,,,,,,,,,3.154
1981-06-24,2.25,10.4005865173761,,0,0,0,,,,,,,,,,2.799
1981-06-25,0.04,13.1205865173761,,0,0,0,,,,,,,,,,2.493
1981-06-26,0,14.7805865173761,,0,0,0,,,,,,,,,,2.816
1981-06-27,0.29,17.0205865173761,,0,0,0,,,,,,,,,,3.035
1981-06-28,0,17.3405865173761,,0,0,0,,,,,,,,,,2.967
1981-06-29,0,17.6605865173761,,0,0,0,,,,,,,,,,3.187
1981-06-30,0,19.2205865173761,,0,0,0,,,,,,,,,,3.312
1981-07-01,5.88,15.7405865173761,,0,0,0,,,,,,,,,,3.115
1981-07-02,11.1,16.3005865173761,,0,0,0,,,,,,,,,,1.68
1981-07-03,0,14.6605865173761,,0,0,0,,,,,,,,,,2.209
1981-07-04,0.34,12.0405865173761,,0,0,0,,,,,,,,,,2.531
1981-07-05,0.47,11.8605865173761,,0,0,0,,,,,,,,,,2.25
1981-07-06,0.15,11.7205865173761,,0,0,0,,,,,,,,,,2.258
1981-07-07,0,11.4005865173761,,0,0,0,,,,,,,,,,1.942
1981-07-08,0,13.1205865173761,,0,0,0,-5.37,-5.71,-6.35,-9.63,-8.5,-8.08,-11.43,-10.48,-11.18,1.71
1981-07-09,0,12.3405865173761,,0,0,0,,,,,,,,,,1.72
1981-07-10,0,12.4405865173761,,0,0,0,,,,,,,,,,1.762
1981-07-11,0,13.0205865173761,,0,0,0,,,,,,,,,,1.814
1981-07-12,0,13.4405865173761,,0,0,0,,,,,,,,,,1.866
1981-07-13,1.75,13.0405865173761,,0,0,0,,,,,,,,,,1.92
1981-07-14,0.07,14.5805865173761,,0,0,0,,,,,,,,,,1.974
1981-07-15,0,17.0405865173761,,0,0,0,,,,,,,,,,2.029
1981-07-16,0,18.1205865173761,,0,0,0,,,,,,,,,,2.085
1981-07-17,0,16.9405865173761,,0,0,0,,,,,,,,,,2.66
1981-07-18,0.1,18.5805865173761,,0,0,0,,,,,,,,,,2.852
1981-07-19,0,17.9605865173761,,0,0,0,,,,,,,,,,2.927
1981-07-20,0,19.1405865173761,,0,0,0,,,,,,,,,,2.902
1981-07-21,1.61,14.2395762648129,,0,0,0,,,,,,,,,,2.897
1981-07-22,21.27,16.4195762648129,,0,0,0,,,,,,,,,,3.115
1981-07-23,0.02,19.0395762648129,,0,0,0,,,,,,,,,,3.483
1981-07-24,0.9,16.5595762648129,,0,0,0,,,,,,,,,,472.169
1981-07-25,23.62,14.2395762648129,,0,0,0,,,,,,,,,,634.424
1981-07-26,0.07,14.5395762648129,,0,0,0,,,,,,,,,,177.98
1981-07-27,0.12,15.6395762648129,,0,0,0,,,,,,,,,,74.509
1981-07-28,0.15,16.5995762648129,,0,0,0,,,,,,,,,,32.924
1981-07-29,18.59,12.4995762648129,,0,0,0,,,,,,,,,,1018.984
1981-07-30,0,12.2595762648129,,0,0,0,,,,,,,,,,415.755
1981-07-31,0,12.9595762648129,,0,0,0,,,,,,,,,,220.769
1981-08-01,0,14.5595762648129,,0,0,0,,,,,,,,,,142.681
1981-08-02,0,15.6395762648129,,0,0,0,,,,,,,,,,91.979
1981-08-03,0,18.2795762648129,,0,0,0,,,,,,,,,,66.859
1981-08-04,0.34,18.5995762648129,,0,0,0,,,,,,,,,,49.898
1981-08-05,0,15.2595762648129,,0,0,0,-5.03,-5.63,-6.35,-9.25,-8.32,-8.12,-11.4,-10.52,-11.27,29.795
1981-08-06,0,16.2395762648129,,0,0,0,,,,,,,,,,19.298
1981-08-07,0,14.8795762648129,,0,0,0,,,,,,,,,,13.631
1981-08-08,0,15.4195762648129,,0,0,0,,,,,,,,,,10.73
1981-08-09,0.51,12.3595762648129,,0,0,0,,,,,,,,,,9.002
1981-08-10,0.44,12.1995762648129,,0,0,0,,,,,,,,,,9.154
1981-08-11,0,12.3795762648129,,0,0,0,,,,,,,,,,8.267
1981-08-12,0,14.8595762648129,,0,0,0,,,,,,,,,,7.951
1981-08-13,3.07,18.2395762648129,,0,0,0,,,,,,,,,,9.497
1981-08-14,0.01,14.4805865173761,,0,0,0,,,,,,,,,,9.75
1981-08-15,0,14.5605865173761,,0,0,0,,,,,,,,,,8.455
1981-08-16,0,16.7405865173761,,0,0,0,,,,,,,,,,8.519
1981-08-17,0,20.5605865173761,,0,0,0,,,,,,,,,,7.849
1981-08-18,0,15.9205865173761,,0,0,0,,,,,,,,,,6.983
1981-08-19,0,18.2205865173761,,0,0,0,,,,,,,,,,6.117
1981-08-20,0,20.0405865173761,,0,0,0,,,,,,,,,,8.554
1981-08-21,1.9,14.0205865173761,,0,0,0,,,,,,,,,,14.118
1981-08-22,0,15.3205865173761,,0,0,0,,,,,,,,,,13.756
1981-08-23,0,15.9605865173761,,0,0,0,,,,,,,,,,13.299
1981-08-24,0,17.5205865173761,,0,0,0,,,,,,,,,,11.364
1981-08-25,1.41,13.1805865173761,,0,0,0,,,,,,,,,,11.432
1981-08-26,1.88,17.8005865173761,,0,0,0,,,,,,,,,,12.086
1981-08-27,0,13.0805865173761,,0,0,0,,,,,,,,,,12.136
1981-08-28,1.79,12.8805865173761,,0,0,0,,,,,,,,,,12.844
1981-08-29,1.75,13.1805865173761,,0,0,0,,,,,,,,,,11.953
1981-08-30,0,15.4205865173761,,0,0,0,,,,,,,,,,11.581
1981-08-31,0.97,12.8605865173761,,0,0,0,,,,,,,,,,9.348
1981-09-01,0.19,16.1205865173761,,0,0,0,,,,,,,,,,6.513
1981-09-02,0,18.4405865173761,,0,0,0,,,,,,,,,,6.389
1981-09-03,0.24,19.8605865173761,,0,0,0,-5.05,-5.65,-6.38,-8.93,-8.12,-8.13,-11.35,-10.6,-11.37,6.268
1981-09-04,0,17.6405865173761,,0,0,0,,,,,,,,,,6.147
1981-09-05,0,18.1405865173761,,0,0,0,,,,,,,,,,6.028
1981-09-06,0,19.6205865173761,,0,0,0,,,,,,,,,,5.91
1981-09-07,0,20.9205865173761,,0,0,0,,,,,,,,,,5.794
1981-09-08,0,22.0005865173761,,0,0,0,,,,,,,,,,5.679
1981-09-09,0,24.2405865173761,,0,0,0,,,,,,,,,,6.294
1981-09-10,0,27.8605865173761,,0,0,0,,,,,,,,,,6.319
1981-09-11,0,24.3205865173761,,0,0,0,,,,,,,,,,6.199
1981-09-12,0,25.1605865173761,,0,0,0,,,,,,,,,,5.803
1981-09-13,0,24.0405865173761,,0,0,0,,,,,,,,,,4.811
1981-09-14,0,25.3405865173761,,0,0,0,,,,,,,,,,4.344
1981-09-15,0,24.0005865173761,,0,0,0,,,,,,,,,,4.71
1981-09-16,0,25.8605865173761,,0,0,0,,,,,,,,,,4.809
1981-09-17,0,29.0405865173761,,0,0,0,,,,,,,,,,4.733
1981-09-18,0,29.0405865173761,,0,0,0,,,,,,,,,,4.662
1981-09-19,0,26.8605865173761,,0,0,0,,,,,,,,,,4.536
1981-09-20,0,25.4605865173761,,0,0,0,,,,,,,,,,3.918
1981-09-21,1.1,25.4405865173761,,0,0,0,,,,,,,,,,3.851
1981-09-22,0,30.0605865173761,,0,0,0,,,,,,,,,,4.048
1981-09-23,0,31.8405865173761,,0,0,0,,,,,,,,,,3.984
