"Index","P.sw_419051","T.sw_419051","swInflow.None","gwExtraction.gw_shallow","gwExtraction.gw_deep","swExtraction.sw_419051","Gobs.gw_shallow.GW030130_1","Gobs.gw_shallow.GW030131_1","Gobs.gw_shallow.GW030132_2","Gobs.gw_shallow.GW036186_1","Gobs.gw_shallow.GW036187_1","Gobs.gw_deep.GW030129_1","Gobs.gw_deep.GW030130_2","Gobs.gw_deep.GW030133_1","Gobs.gw_deep.GW030134_1","Qobs.sw_419051"
1969-02-03,0,32.7144876403966,,0,0,0,,,,,,,,,,
1969-02-04,0.73,33.6544876403966,,0,0,0,,,,,,,,,,
1969-02-05,0.04,37.7344876403966,,0,0,0,,,,,,,,,,
1969-02-06,0.62,34.3344876403966,,0,0,0,,,,,,,,,,
1969-02-07,0,37.1144876403966,,0,0,0,,,,,,,,,,
1969-02-08,0,36.9944876403966,,0,0,0,,,,,,,,,,
1969-02-09,6.52,29.5144876403966,,0,0,0,,,,,,,,,,
1969-02-10,0.21,32.7344876403966,,0,0,0,,,,,,,,,,
1969-02-11,35.95,30.8744876403966,,0,0,0,,,,,,,,,,
1969-02-12,0.04,30.5344876403966,,0,0,0,,,,,,,,,,
1969-02-13,0,29.9944876403966,,0,0,0,,,,,,,,,,
1969-02-14,0.06,28.4944876403966,,0,0,0,,,,,,,,,,
1969-02-15,0,28.7744876403966,,0,0,0,,,,,,,,,,
1969-02-16,0,30.0144876403966,,0,0,0,,,,,,,,,,
1969-02-17,0,31.0744876403966,,0,0,0,,,,,,,,,,
1969-02-18,0,30.5344876403966,,0,0,0,,,,,,,,,,
1969-02-19,0,31.2344876403966,,0,0,0,,,,,,,,,,
1969-02-20,0,30.4944876403966,,0,0,0,,,,,,,,,,
1969-02-21,0,31.8744876403966,,0,0,0,,,,,,,,,,
1969-02-22,0,33.0944876403966,,0,0,0,,,,,,,,,,
1969-02-23,0,33.4344876403966,,0,0,0,,,,,,,,,,
1969-02-24,0,33.9344876403966,,0,0,0,,,,,,,,,,
1969-02-25,0,34.6744876403966,,0,0,0,,,,,,,,,,
1969-02-26,0,23.2544876403966,,0,0,0,,,,,,,,,,
1969-02-27,8.64,23.8944876403966,,0,0,0,,,,,,,,,,
1969-02-28,0.42,27.1544876403966,,0,0,0,,,,,,,,,,
1969-03-01,0,29.0944876403966,,0,0,0,,,,,,,,,,
1969-03-02,0,29.5944876403966,,0,0,0,,,,,,,,,,
1969-03-03,0,32.0144876403966,,0,0,0,,,,,,,,,,
1969-03-04,0,33.1378089739387,,0,0,0,,,,,,,,,,
1969-03-05,0,33.3144876403966,,0,0,0,,,,,,,,,,
1969-03-06,0,31.4544876403966,,0,0,0,,,,,,,,,,
1969-03-07,0,31.3144876403966,,0,0,0,,,,,,,,,,
1969-03-08,0,31.4944876403966,,0,0,0,,,,,,,,,,
1969-03-09,0,30.3344876403966,,0,0,0,,,,,,,,,,
1969-03-10,0,30.5744876403966,,0,0,0,,,,,,,,,,
1969-03-11,0,31.5344876403966,,0,0,0,,,,,,,,,,
1969-03-12,0,31.7944876403966,,0,0,0,,,,,,,,,,
1969-03-13,0,32.4144876403966,,0,0,0,,,,,,,,,,
1969-03-14,3.39,32.6744876403966,,0,0,0,,,,,,,,,,
1969-03-15,0,24.5222171557299,,0,0,0,,,,,,,,,,
1969-03-16,6.35,25.5144876403966,,0,0,0,,,,,,,,,,
1969-03-17,0.13,29.2544876403966,,0,0,0,,,,,,,,,,
1969-03-18,6.98,24.4144876403966,,0,0,0,,,,,,,,,,
1969-03-19,17.27,26.8944876403966,,0,0,0,,,,,,,,,,
1969-03-20,1.12,27.8144876403966,,0,0,0,,,,,,,,,,
1969-03-21,0,26.7744876403966,,0,0,0,,,,,,,,,,
1969-03-22,0.22,26.7544876403966,,0,0,0,,,,,,,,,,
1969-03-23,0.91,27.2144876403966,,0,0,0,,,,,,,,,,
1969-03-24,0.03,27.6944876403966,,0,0,0,,,,,,,,,,
1969-03-25,0.04,27.3744876403966,,0,0,0,,,,,,,,,,
1969-03-26,0.25,27.6944876403966,,0,0,0,,,,,,,,,,
1969-03-27,0,29.1144876403966,,0,0,0,,,,,,,,,,
1969-03-28,0.18,28.0744876403966,,0,0,0,,,,,,,,,,
1969-03-29,13.51,21.4422171557299,,0,0,0,,,,,,,,,,
1969-03-30,7.8,24.8344876403966,,0,0,0,,,,,,,,,,
1969-03-31,0.22,23.6744876403966,,0,0,0,,,,,,,,,,
1969-04-01,0,21.7344876403966,,0,0,0,,,,,,,,,,
1969-04-02,0,24.1144876403966,,0,0,0,,,,,,,,,,
1969-04-03,0,25.9744876403966,,0,0,0,,,,,,,,,,
1969-04-04,0,27.2944876403966,,0,0,0,,,,,,,,,,
1969-04-05,0,26.6544876403966,,0,0,0,,,,,,,,,,
1969-04-06,0,27.6544876403966,,0,0,0,,,,,,,,,,
1969-04-07,0,28.4344876403966,,0,0,0,,,,,,,,,,
1969-04-08,0,27.7544876403966,,0,0,0,,,,,,,,,,
1969-04-09,0,30.2144876403966,,0,0,0,,,,,,,,,,
1969-04-10,0,29.9744876403966,,0,0,0,,,,,,,,,,
1969-04-11,0,28.6744876403966,,0,0,0,,,,,,,,,,
1969-04-12,0,29.8944876403966,,0,0,0,,,,,,,,,,
1969-04-13,0.06,28.2344876403966,,0,0,0,,,,,,,,,,
1969-04-14,0.2,27.3944876403966,,0,0,0,,,,,,,,,,
1969-04-15,12.73,20.7544876403966,,0,0,0,,,,,,,,,,
1969-04-16,35.09,19.4344876403966,,0,0,0,,,,,,,,,,
1969-04-17,0.68,19.3344876403966,,0,0,0,,,,,,,,,,
1969-04-18,0.1,23.0944876403966,,0,0,0,,,,,,,,,,
1969-04-19,0.06,21.0144876403966,,0,0,0,,,,,,,,,,
1969-04-20,0.06,20.4544876403966,,0,0,0,,,,,,,,,,
1969-04-21,0.06,21.0944876403966,,0,0,0,,,,,,,,,,
1969-04-22,0.06,20.0344876403966,,0,0,0,,,,,,,,,,
1969-04-23,0.06,20.3144876403966,,0,0,0,,,,,,,,,,
1969-04-24,0,23.7544876403966,,0,0,0,,,,,,,,,,
1969-04-25,0,23.4344876403966,,0,0,0,,,,,,,,,,
1969-04-26,0,24.1944876403966,,0,0,0,,,,,,,,,,
1969-04-27,0,24.5344876403966,,0,0,0,,,,,,,,,,
1969-04-28,0,25.4544876403966,,0,0,0,,,,,,,,,,
1969-04-29,0,24.5344876403966,,0,0,0,,,,,,,,,,
1969-04-30,0,24.5344876403966,,0,0,0,,,,,,,,,,
1969-05-01,0,24.6744876403966,,0,0,0,,,,,,,,,,
1969-05-02,1.94,20.5344876403966,,0,0,0,,,,,,,,,,
1969-05-03,3.65,19.0544876403966,,0,0,0,,,,,,,,,,
1969-05-04,0.03,20.8344876403966,,0,0,0,,,,,,,,,,
1969-05-05,0.06,21.7344876403966,,0,0,0,,,,,,,,,,
1969-05-06,0.04,21.3344876403966,,0,0,0,,,,,,,,,,
1969-05-07,0,20.4344876403966,,0,0,0,,,,,,,,,,
1969-05-08,0.04,20.4578089739387,,0,0,0,,,,,,,,,,
1969-05-09,0,21.8944876403966,,0,0,0,,,,,,,,,,
1969-05-10,0,23.6144876403966,,0,0,0,,,,,,,,,,
